Delta,K,Mode_ID,Omega_re,Omega_im,Gamma,Mismatch_Error
0.3223,0.1000,5,0.3174182295816801,0.5576757045388708,0.423309539838347,5.771435460772985e-14
0.3223,0.1000,6,-0.3148759359906247,0.5580791314584822,0.8145665300275388,7.280338988324745e-14
0.3223,0.1000,7,0.0011756557927344144,0.5632823985731903,0.5626209499942159,2.924029937138575e-15
0.3223,0.1000,10,-0.04716884661667552,0.13608606113132,0.14282285024802552,3.0395159899216703e-17
0.3227,0.1000,5,0.3177634650469948,0.5576822649041593,0.4232036171106556,5.820006192306172e-14
0.3227,0.1000,6,-0.3152216450236546,0.5580854107704751,0.8149869322165613,7.343039630284248e-14
0.3227,0.1000,7,0.0011756557927344144,0.5632823985731903,0.5626209499942159,3.025709829216965e-15
0.3227,0.1000,10,-0.04698991741186572,0.13635245743327234,0.14307556648611058,3.062963025415572e-17
0.3230,0.1000,5,0.31810866765899803,0.5576888209259927,0.42309775711927106,5.868958834228854e-14
0.3230,0.1000,6,-0.315567318450179,0.5580916877020634,0.8154077132002631,7.406253641790685e-14
0.3230,0.1000,7,0.0011756557927344144,0.5632823985731903,0.5626209499942159,3.5504468934280638e-15
0.3230,0.1000,10,-0.04681128955358389,0.13661921209148742,0.14332860911403705,3.084917374836975e-17
0.3233,0.1000,5,0.31845383750940254,0.5576953725868482,0.4229919597642879,5.918306061947411e-14
0.3233,0.1000,6,-0.31591295636663724,0.5580979622177372,0.8158288735502648,7.469981577974834e-14
0.3233,0.1000,7,0.0011756557971975884,0.5632823985496045,0.5626209499681496,2.7847091485376952e-15
0.3233,0.1000,10,-0.04663296794075942,0.13688632352218977,0.14358197726485247,3.113295853502154e-17
0.3237,0.1000,5,0.3187989746896477,0.5577019198692652,0.42288622494607936,5.96805233323681e-14
0.3237,0.1000,6,-0.3162585588692415,0.5581042342821202,0.8162504138393866,7.534218878901636e-14
0.3237,0.1000,7,0.0011756557915804898,0.5632823985603035,0.5626209499819926,2.076910459193868e-15
0.3237,0.1000,10,-0.046454957457274834,0.13715379007308748,0.14383567000396005,3.1374503650210656e-17
0.3240,0.1000,5,0.3191440792909013,0.557708462755851,0.42278055256529984,6.0181874143572e-14
0.3240,0.1000,6,-0.31660412605398064,0.5581105038599707,0.8166723346416564,7.598988735334774e-14
0.3240,0.1000,7,0.0011756557915804898,0.5632823985603035,0.5626209499819926,2.165285574678929e-15
0.3240,0.1000,10,-0.046277262971725894,0.13742161002319112,0.1440896863289494,3.1627214158384426e-17
0.3243,0.1000,5,0.31948915140406187,0.5577150012292756,0.42267494252288007,6.068734467845278e-14
0.3243,0.1000,6,-0.3169496580166172,0.5581167709161818,0.8170946365323094,7.664268164494124e-14
0.3243,0.1000,7,0.0011756557915804898,0.5632823985603035,0.5626209499819926,1.95916741010815e-15
0.3243,0.1000,10,-0.04609988933573151,0.13768978158327755,0.1443440251698832,3.1877413852702914e-17
0.3247,0.1000,5,0.31983419111975836,0.557721535272276,0.42256939472002947,6.119681321479854e-14
0.3247,0.1000,6,-0.3172951548526939,0.5581230354157807,0.8175173200877978,7.730100236316847e-14
0.3247,0.1000,7,0.0011756557915804898,0.5632823985603035,0.5626209499819926,1.3581427387134453e-15
0.3247,0.1000,10,-0.045922841382596,0.1379583028957277,0.14459868538897763,3.2131034929472374e-17
0.3250,0.1000,5,0.3201791985283524,0.5577280648676539,0.42246390905823383,6.171027632890672e-14
0.3250,0.1000,6,-0.3176406166575286,0.5581292973239316,0.8179403858857911,7.796446644062273e-14
0.3250,0.1000,7,0.0011756557915804898,0.5632823985603035,0.5626209499819926,2.720123474262324e-16
0.3250,0.1000,10,-0.04574612392637193,0.13822717203515925,0.1448536657811741,3.2346609922435724e-17
0.3253,0.1000,5,0.32052417371993996,0.5577345899982779,0.42235848543925525,6.222795823423795e-14
0.3253,0.1000,6,-0.317986043526221,0.5581355566059316,0.8183638345051812,7.863358739379132e-14
0.3253,0.1000,7,0.0011756557915804898,0.5632823985603035,0.5626209499819926,1.5519474734390172e-15
0.3253,0.1000,10,-0.04556974176049327,0.1384963870080815,0.14510896507361873,3.2581474684570254e-17
0.3257,0.1000,5,0.32086911678435165,0.5577411106470822,0.4222531237651311,6.274979141407566e-14
0.3257,0.1000,6,-0.3183314355536486,0.5581418132272165,0.8187876665260883,7.930797670978751e-14
0.3257,0.1000,7,0.0011756557915804898,0.5632823985603035,0.5626209499819926,4.545905315140826e-15
0.3257,0.1000,10,-0.04539369965625391,0.1387659457534037,0.14536458192600993,3.285066336125436e-17
0.3260,0.1000,5,0.32121402781115455,0.5577476267970688,0.42214782393817385,6.327567993634297e-14
0.3260,0.1000,6,-0.3186767928344726,0.5581480671533554,0.8192118825298628,7.998796418145188e-14
0.3260,0.1000,7,0.0011756558049757948,0.5632823985634322,0.56262094997759,7.683929083452989e-15
0.3260,0.1000,10,-0.04521800236165013,0.13903584614281947,0.14562051493086817,3.310417241172439e-17
0.3263,0.1000,5,0.3215589068896542,0.5577541384313064,0.4220425858609699,6.380586906017195e-14
0.3263,0.1000,6,-0.319022115463135,0.5581543183500571,0.8196364830990942,8.06734384661449e-14
0.3263,0.1000,7,0.0011756558049757948,0.5632823985634322,0.56262094997759,1.28498364818535e-14
0.3263,0.1000,10,-0.04504265460049331,0.1393060859810676,0.14587676261371535,3.333065196615245e-17
0.3267,0.1000,5,0.3219037541088939,0.5577606455329298,0.42193740943637825,6.434022454409647e-14
0.3267,0.1000,6,-0.31936740353386206,0.5581605667831647,0.82006146881761,8.13644580970098e-14
0.3267,0.1000,7,0.0011756558049757948,0.5632823985634322,0.56262094997759,1.920790304258602e-14
0.3267,0.1000,10,-0.04486766107078278,0.139576663005924,0.14613332343285648,3.358254954680913e-17
0.3270,0.1000,5,0.3222485695576581,0.5577671480851436,0.42183229456753185,6.487880562271465e-14
0.3270,0.1000,6,-0.3197126571406636,0.558166812418659,0.820486840270482,8.206098383888967e-14
0.3270,0.1000,7,0.0011756556792801385,0.5632823984416566,0.5626209499265934,2.577807852664689e-14
0.3270,0.1000,10,-0.04469302644353398,0.13984757488902982,0.14639019578010415,3.382812454522611e-17
0.3273,0.1000,5,0.32259335332447303,0.5577736460712179,0.4217272411578336,6.54217854204161e-14
0.3273,0.1000,6,-0.3200578763773362,0.5581730552226599,0.8209125980440358,8.276310712288968e-14
0.3273,0.1000,7,0.001175655673779272,0.5632823985757969,0.5626209500636675,8.15056775824364e-15
0.3273,0.1000,10,-0.04451875536181704,0.14011881923610817,0.1466473779808914,3.408653521502728e-17
0.3277,0.1000,5,0.3229381054976062,0.5577801394744923,0.42162224911095936,6.596898381415272e-14
0.3277,0.1000,6,-0.3204030613374627,0.5581792951614228,0.8213387427258468,8.34711163516905e-14
0.3277,0.1000,7,0.0011756556716838442,0.5632823985334149,0.5626209500225128,3.289081556669497e-15
0.3277,0.1000,10,-0.04434485243892429,0.1403903935872671,0.14690486829433919,3.4315386744699704e-17
0.3280,0.1000,5,0.3232828261650707,0.557786628278375,0.4215173183308546,6.652061351163824e-14
0.3280,0.1000,6,-0.32074821211441207,0.5581855322013423,0.8217652749047487,8.418482611139292e-14
0.3280,0.1000,7,0.001175655668774806,0.5632823985447103,0.5626209500354297,6.338695863482529e-15
0.3280,0.1000,10,-0.044171322257847645,0.14066229541745986,0.14716266491368593,3.457836285285687e-17
0.3283,0.1000,5,0.32362751541462337,0.557793112466342,0.42141244872173467,6.70765622161367e-14
0.3283,0.1000,6,-0.3210933288013415,0.5581917663089511,0.8221921951708376,8.490416102630126e-14
0.3283,0.1000,7,0.001175655668774806,0.5632823985447103,0.5626209500354297,1.5408537443790697e-14
0.3283,0.1000,10,-0.04399816936943487,0.14093452213730717,0.14742076596689024,3.478038541733726e-17
0.3287,0.1000,5,0.3239721733337684,0.5577995920219386,0.4213076401880838,6.763697000490981e-14
0.3287,0.1000,6,-0.3214384114911998,0.5581979974509207,0.8226195041154786,8.562947210126006e-14
0.3287,0.1000,7,0.001175655668774806,0.5632823985447103,0.5626209500354297,2.7012286692764437e-14
0.3287,0.1000,10,-0.043825398291935116,0.14120707109300665,0.147679169516489,3.5052724569757956e-17
0.3290,0.1000,5,0.32431680000975693,0.55780606692878,0.4212028926346553,6.820182266463864e-14
0.3290,0.1000,6,-0.3217834602767237,0.5582042255940612,0.8230472023313056,8.636058112571537e-14
0.3290,0.1000,7,0.0011756557018423718,0.5632823987631047,0.562620950234985,3.790913294512202e-14
0.3290,0.1000,10,-0.04365301350874825,0.14147993956759444,0.14793787356059038,3.524811843158285e-17
0.3293,0.1000,5,0.32466139552958867,0.5578125371705496,0.4210982059664694,6.877114351942201e-14
0.3293,0.1000,6,-0.32212847525044097,0.5582104507053224,0.8234752904122272,8.709740006385347e-14
0.3293,0.1000,7,0.0011756557018423718,0.5632823987631047,0.562620950234985,4.350069732510062e-14
0.3293,0.1000,10,-0.0434810194684836,0.14175312478073596,0.14819687603268142,3.5513547770125035e-17
0.3297,0.1000,5,0.3250059599800137,0.5578190027310008,0.42099358008881327,6.934507915958627e-14
0.3297,0.1000,6,-0.3224734565046729,0.5582166727517914,0.8239037689534322,8.784025046018183e-14
0.3297,0.1000,7,0.0011756557018423718,0.5632823987631047,0.562620950234985,5.171177042887891e-14
0.3297,0.1000,10,-0.043309420582673626,0.14202662389017043,0.1484561748027998,3.57238225381384e-17
0.3300,0.1000,5,0.325350493447532,0.5578254635939583,0.4208890149072416,6.992339129273853e-14
0.3300,0.1000,6,-0.32281840413153345,0.5582228917006976,0.8243326385513952,8.858931761224504e-14
0.3300,0.1000,7,0.0011756557018423718,0.5632823987631047,0.562620950234985,6.307843874703689e-14
0.3300,0.1000,10,-0.04313822122530095,0.1423004339914009,0.1487157676771482,3.5978540225737447e-17
0.3303,0.1000,5,0.3256949960183972,0.5578319197433149,0.42078451032757286,7.050648207082592e-14
0.3303,0.1000,6,-0.32316331822292865,0.5582291075194097,0.8247618998038773,8.934418192879771e-14
0.3303,0.1000,7,0.0011756555909005015,0.5632823986877833,0.5626209502220969,4.748563895695429e-14
0.3303,0.1000,10,-0.04296742573129588,0.1425745521192366,0.14897565239948274,3.620750234133406e-17
0.3307,0.1000,5,0.3260394677786143,0.5578383711630357,0.4206800662558924,7.10939777006258e-14
0.3307,0.1000,6,-0.32350819887056104,0.5582353201754352,0.8251915533099318,9.010526405052885e-14
0.3307,0.1000,7,0.0011756555847601108,0.5632823983994604,0.5626209499375632,3.066132164488048e-14
0.3307,0.1000,10,-0.04279703839575753,0.14284897524790244,0.14923582665111274,3.644743624248203e-17
0.3310,0.1000,5,0.32638390881394413,0.5578448178371549,0.42057568259854805,7.16862649495972e-14
0.3310,0.1000,6,-0.32385304616592675,0.5582415296364234,0.8256215996699087,9.08722204304932e-14
0.3310,0.1000,7,0.0011756555770413765,0.5632823986149801,0.5626209501571674,4.5387965186038415e-14
0.3310,0.1000,10,-0.04262706347241273,0.14312370029197533,0.1494962880516428,3.666895151117966e-17
0.3313,0.1000,5,0.3267283192099025,0.5578512597497787,0.4204713592621525,7.228323830270008e-14
0.3313,0.1000,6,-0.3241978602003209,0.5582477358701634,0.8260520394854607,9.164555929748023e-14
0.3313,0.1000,7,0.0011756555770413765,0.5632823986149801,0.5626209501571674,2.882132669910844e-14
0.3313,0.1000,10,-0.042457505172795465,0.14339872410693313,0.14975703415941918,3.691270466344061e-17
0.3317,0.1000,5,0.3270726990517611,0.5578576968850838,0.42036709615358087,7.288484339835748e-14
0.3317,0.1000,6,-0.3245426410648333,0.5582539388445857,0.8264828733595445,9.242509166591627e-14
0.3317,0.1000,7,0.001175655622526234,0.5632823984658742,0.5626209499826761,1.858933161629552e-14
0.3317,0.1000,10,-0.04228836766514047,0.14367404349036192,0.1500180624726159,3.7120699584186976e-17
0.3320,0.1000,5,0.32741704842455,0.557864129227318,0.4202628931799702,7.349133223131883e-14
0.3320,0.1000,6,-0.3248873888503525,0.5582601385277615,0.8269141018964254,9.321085131433845e-14
0.3320,0.1000,7,0.001175655622526234,0.5632823984658742,0.5626209499826761,2.205049652657327e-14
0.3320,0.1000,10,-0.0421196550732168,0.1439496551821452,0.1502793704292452,3.7327571400189515e-17
0.3323,0.1000,5,0.327761367413057,0.5578705567608014,0.4201587502487199,7.410246302483839e-14
0.3323,0.1000,6,-0.325232103647566,0.5582663348879038,0.827345725701685,9.400278111733378e-14
0.3323,0.1000,7,0.001175655622526234,0.5632823984658742,0.5626209499826761,2.902649200983138e-14
0.3323,0.1000,10,-0.04195137147540664,0.14422555586561395,0.15054095540820622,3.758419687849285e-17
0.3327,0.1000,5,0.328105656101831,0.5578769794699252,0.4200546672674893,7.471852295591766e-14
0.3327,0.1000,6,-0.3255767855469612,0.5582725278933662,0.8277777453822204,9.480122120482483e-14
0.3327,0.1000,7,0.001175655622526234,0.5632823984658742,0.5626209499826761,3.918486460478099e-14
0.3327,0.1000,10,-0.04178352090336945,0.14450174216848455,0.1508028147300443,3.783042555068832e-17
0.3330,0.1000,5,0.3284499145751804,0.5578833973391524,0.4199506441441984,7.533946228546082e-14
0.3330,0.1000,6,-0.3259214346388255,0.558278717512645,0.8282101615462534,9.560613087026173e-14
0.3330,0.1000,7,0.001175655622526234,0.5632823984658742,0.5626209499826761,5.254153610233958e-14
0.3330,0.1000,10,-0.04161610734142782,0.14477821066360794,0.15106494565762252,3.804048081059415e-17
0.3333,0.1000,5,0.3287941429171757,0.5578898103530188,0.41984668078702714,7.596529174926415e-14
0.3333,0.1000,6,-0.32626605101324613,0.5582849037143779,0.8286429748033288,9.641727908725587e-14
0.3333,0.1000,7,0.0011756556386569826,0.5632823987381925,0.5626209502456097,4.585812806443667e-14
0.3333,0.1000,10,-0.0414491347254302,0.14505495786959519,0.15132734539657974,3.8297197347529094e-17
0.3337,0.1000,5,0.3291383412116504,0.5578962184961319,0.41974277710441366,7.659603202727413e-14
0.3337,0.1000,6,-0.32661063476011426,0.5582910864673448,0.8290761857643257,9.723504335508558e-14
0.3337,0.1000,7,0.0011756556386569826,0.5632823987381925,0.5626209502456097,5.1280238477913726e-14
0.3337,0.1000,10,-0.041282606941543246,0.14533198025235308,0.1515900110967233,3.847846201381311e-17
0.3340,0.1000,5,0.3294825095422017,0.5579026217531721,0.4196389330050547,7.723174468206272e-14
0.3340,0.1000,6,-0.3269551859691223,0.5582972657404679,0.8295097950414555,9.805918657920042e-14
0.3340,0.1000,7,0.0011756556386569826,0.5632823987381925,0.5626209502456097,5.755850907167053e-14
0.3340,0.1000,10,-0.04111652782581368,0.1456092742252736,0.15185293985213552,3.868733653338908e-17
0.3343,0.1000,5,0.32982664799219147,0.5579090201088922,0.4195351483979047,7.787238183605739e-14
0.3343,0.1000,6,-0.3272997047297673,0.5583034415028124,0.8299438032482719,9.889009465512575e-14
0.3343,0.1000,7,0.0011756556386569826,0.5632823987381925,0.5626209502456097,6.539197802128321e-14
0.3343,0.1000,10,-0.040950901162695674,0.14588683615075543,0.15211612870250354,3.889085689390815e-17
0.3347,0.1000,5,0.3301707566447478,0.5579154135481175,0.41943142319217397,7.851819301613168e-14
0.3347,0.1000,6,-0.32764419113134857,0.5583096137235858,0.8303782109996685,9.972753986191075e-14
0.3347,0.1000,7,0.0011756556073308133,0.5632823984815828,0.5626209500069054,2.7305464806496868e-14
0.3347,0.1000,10,-0.04078573068452353,0.1461646623409118,0.15237957463374602,3.911584237912704e-17
0.3350,0.1000,5,0.33051483558276545,0.5579218020557472,0.4193277572973303,7.916906984106458e-14
0.3350,0.1000,6,-0.3279886452629716,0.5583157823721376,0.8308130189118872,1.0057165068229933e-13
0.3350,0.1000,7,0.0011756556073308133,0.5632823984815828,0.5626209500069054,2.685079254370851e-14
0.3350,0.1000,10,-0.040621020070407146,0.14644274905870797,0.15264327457899396,3.934801327678118e-17
0.3354,0.1000,5,0.3308588848889062,0.5579281856167528,0.4192241506230963,7.982493381064162e-14
0.3354,0.1000,6,-0.32833306721354677,0.5583219474179619,0.8312482276025225,1.0142245452554114e-13
0.3354,0.1000,7,0.0011756556160597187,0.5632823986709778,0.5626209501911726,2.1745846044894562e-14
0.3354,0.1000,10,-0.04045677294557387,0.1467210925190414,0.15290722541957896,3.9540506949094536e-17
0.3357,0.1000,5,0.3312029046456024,0.5579345642161804,0.4191206030794499,8.048614416272169e-14
0.3357,0.1000,6,-0.32867745707179147,0.5583281088306961,0.831683837690527,1.0228012834767764e-13
0.3357,0.1000,7,0.0011756556294266372,0.5632823985488279,0.5626209500616545,1.0020143543722763e-14
0.3357,0.1000,10,-0.04029299288043739,0.14699968888927928,0.15317142398540987,3.9815160543766803e-17
0.3360,0.1000,5,0.3315468949350538,0.5579409378391481,0.4190171145766231,8.115235637643263e-14
0.3360,0.1000,6,-0.3290218149262285,0.5583342665801184,0.8321198497962071,1.0314464555569296e-13
0.3360,0.1000,7,0.0011756556294266372,0.5632823985488279,0.5626209500616545,1.443168701218644e-14
0.3360,0.1000,10,-0.04012968338956632,0.1472785342912679,0.1534358670568634,3.999549159576516e-17
0.3364,0.1000,5,0.33189085583923256,0.5579473064708486,0.41891368502510107,8.182393710474837e-14
0.3364,0.1000,6,-0.3293661408651891,0.5583404206361545,0.8325562645412403,1.0401586234363528e-13
0.3364,0.1000,7,0.001175655643480911,0.5632823985727022,0.5626209500776028,1.9842834919418425e-14
0.3364,0.1000,10,-0.03996684793147241,0.14755762480131768,0.15370055136469388,4.0206410025831543e-17
0.3367,0.1000,5,0.3322347874398815,0.5579536700965484,0.4188103143356228,8.25006983752784e-14
0.3367,0.1000,6,-0.3297104349768136,0.5583465709688704,0.8329930825486689,1.0489423363598924e-13
0.3367,0.1000,7,0.001175655656965584,0.563282398567135,0.5626209500644644,1.3278023423685644e-14
0.3367,0.1000,10,-0.03980448990731971,0.14783695645216233,0.15396547359182378,4.0388704619100244e-17
0.3370,0.1000,5,0.3325786898185167,0.5579600287015879,0.41870700241917885,8.318278461990378e-14
0.3370,0.1000,6,-0.33005469734904913,0.5583527175484772,0.8334303044429066,1.0577949032302679e-13
0.3370,0.1000,7,0.0011756556830627872,0.5632823984121385,0.5626209498949841,3.2920082323360514e-14
0.3370,0.1000,10,-0.03964261266040044,0.14811652523346605,0.15423063037374168,4.059071085077915e-17
0.3374,0.1000,5,0.3329225630564272,0.5579663822713815,0.41860374918701176,8.387032875025687e-14
0.3374,0.1000,6,-0.3303989280696534,0.5583588603453307,0.8338679308497469,1.0667158318707566e-13
0.3374,0.1000,7,0.001175655652808204,0.563282398613254,0.5626209501128655,1.1599376067868343e-14
0.3374,0.1000,10,-0.03948121947553697,0.14839632709349257,0.1544960183000952,4.0758886323997013e-17
0.3377,0.1000,5,0.33326640723467593,0.5579727307914178,0.41850055455061497,8.456302814839653e-14
0.3377,0.1000,6,-0.3307431272261954,0.5583649993299294,0.8343059623963631,1.0757103703410547e-13
0.3377,0.1000,7,0.0011756556627678405,0.5632823985035855,0.5626209499977289,1.5393430278874828e-14
0.3377,0.1000,10,-0.03932031357837164,0.14867635793966277,0.1547616339151059,4.099149500662041e-17
0.3380,0.1000,5,0.3336102224341025,0.5579790742472598,0.41839741842173167,8.526137323438713e-14
0.3380,0.1000,6,-0.3310872949060527,0.5583711344729176,0.8347443997113131,1.0847729497478995e-13
0.3380,0.1000,7,0.0011756556627678405,0.5632823985035855,0.5626209499977289,1.1945038839556393e-14
0.3380,0.1000,10,-0.03915989813428854,0.1489566136403135,0.1550274737191724,4.116155389406097e-17
0.3384,0.1000,5,0.33395400873532066,0.5579854126245456,0.41829434071235616,8.596500993409334e-14
0.3384,0.1000,6,-0.3314314311964157,0.5583772657450824,0.8351832434245432,1.0939078955960675e-13
0.3384,0.1000,7,0.0011756556627678405,0.5632823985035855,0.5626209499977289,1.037354566112343e-14
0.3384,0.1000,10,-0.038999976248650786,0.14923709002534571,0.1552935341695263,4.13459956670017e-17
0.3387,0.1000,5,0.3342977662187235,0.557991745908987,0.4181913213347303,8.667425599448874e-14
0.3387,0.1000,6,-0.3317755361842874,0.5583833931173563,0.8356224941673954,1.1031182672899155e-13
0.3387,0.1000,7,0.0011756556627678405,0.5632823985035855,0.5626209499977289,6.66221608214012e-14
0.3387,0.1000,10,-0.03884055096541389,0.14951778288774803,0.15555981168153488,4.148599236672549e-17
0.3390,0.1000,5,0.3346414949644803,0.5579980740863719,0.41808836020134554,8.738902626897147e-14
0.3390,0.1000,6,-0.33211960995648104,0.5583895165608178,0.8360621525726085,1.1123984010911788e-13
0.3390,0.1000,7,0.001175655676786277,0.5632823985838785,0.5626209500700498,1.1827235046037333e-14
0.3390,0.1000,10,-0.038681625267278134,0.14979868798449497,0.1558263026295986,4.168790381798103e-17
0.3394,0.1000,5,0.33498519505253954,0.5580043971425613,0.4179854572249399,8.810932254082504e-14
0.3394,0.1000,6,-0.332463652599625,0.5583956360466864,0.8365022192743189,1.1217525161184844e-13
0.3394,0.1000,7,0.001175655698912539,0.5632823986100095,0.5626209500837159,1.0108804329867899e-14
0.3394,0.1000,10,-0.03852320207414624,0.1500798010380472,0.1560930033483979,4.1849970124018916e-17
0.3397,0.1000,5,0.33532886656262995,0.5580107150634931,0.4178826123184997,8.88352723056761e-14
0.3397,0.1000,6,-0.33280766420016106,0.5584017515463303,0.8369426949080747,1.1311810438608071e-13
0.3397,0.1000,7,0.001175655698912539,0.5632823986100095,0.5626209500837159,1.0985944877554358e-14
0.3397,0.1000,10,-0.03836528424391651,0.15036111773734687,0.15635991013399067,4.2049854033384564e-17
0.3400,0.1000,5,0.3356725095742602,0.5580170278351788,0.4177798253952567,8.956694016956722e-14
0.3400,0.1000,6,-0.33315164484434506,0.558407863031261,0.8373835801108306,1.1406843069020642e-13
0.3400,0.1000,7,0.0011756556977072436,0.5632823984980835,0.5626209499725988,1.3321085786348982e-14
0.3400,0.1000,10,-0.03820787457097363,0.15064263373923423,0.15662701924497158,4.221938178800544e-17
0.3404,0.1000,5,0.3360161241667199,0.5580233354437065,0.4176770963686898,9.030413830254919e-14
0.3404,0.1000,6,-0.3334955946182476,0.5584139704731345,0.8378248755209544,1.1502618065777582e-13
0.3404,0.1000,7,0.0011756556977072436,0.5632823984980835,0.5626209499725988,1.546916382023304e-14
0.3404,0.1000,10,-0.03805097578631575,0.15092434466933727,0.15689432690334684,4.243884143277176e-17
0.3407,0.1000,5,0.33635971041908236,0.5580296378752377,0.417574425152521,9.104725508599692e-14
0.3407,0.1000,6,-0.3338395136077549,0.558420073843753,0.8382665817782339,1.1599147716861926e-13
0.3407,0.1000,7,0.0011756557101597963,0.5632823986026946,0.562620950070089,1.5210161495379915e-14
0.3407,0.1000,10,-0.03789459055681706,0.15120624612378739,0.1571618292961244,4.262135589226424e-17
0.3410,0.1000,5,0.33670326841020215,0.5580359351160121,0.41747181166071956,9.179600736847259e-14
0.3410,0.1000,6,-0.33418340189856927,0.5584261731150648,0.8387086995238799,1.16964187798565e-13
0.3410,0.1000,7,0.0011756557101597963,0.5632823986026946,0.562620950070089,1.2141556599727751e-14
0.3410,0.1000,10,-0.03773872148511368,0.15148833367012093,0.15742952257615694,4.272660120159601e-17
0.3414,0.1000,5,0.3370467982187187,0.5580422271523418,0.4173692558074959,9.255065816069344e-14
0.3414,0.1000,6,-0.3345272595762098,0.5584322682591603,0.8391512294005254,1.1794475226153794e-13
0.3414,0.1000,7,0.0011756557244477451,0.5632823985329852,0.5626209499924324,5.25916420117375e-15
0.3414,0.1000,10,-0.03758337110914108,0.15177060284829,0.15769740286303935,4.288805745512438e-17
0.3417,0.1000,5,0.33739029992305636,0.5580485139706167,0.4172667575073057,9.331133802845162e-14
0.3417,0.1000,6,-0.33487108672601207,0.5584383592482784,0.8395941720522376,1.189328851417795e-13
0.3417,0.1000,7,0.0011756557244477451,0.5632823985329852,0.5626209499924324,7.722001265282128e-15
0.3417,0.1000,10,-0.03742854190182127,0.15205304917253096,0.15796546624491967,4.3062393628388954e-17
0.3420,0.1000,5,0.33773377360142365,0.5580547955573023,0.41716431667484694,9.407775144887754e-14
0.3420,0.1000,6,-0.3352148834331292,0.558444446054802,0.8400375281245155,1.1992873284317339e-13
0.3420,0.1000,7,0.0011756557244477451,0.5632823985329852,0.5626209499924324,8.9423777877684e-15
0.3420,0.1000,10,-0.03727423627076549,0.1523356681322805,0.1582337087793204,4.3218276140259025e-17
0.3424,0.1000,5,0.33807721933181606,0.5580610718989379,0.4170619332250586,9.485004818870376e-14
0.3424,0.1000,6,-0.33555864978253364,0.5584505286512602,0.8404812982642994,1.2093258340356866e-13
0.3424,0.1000,7,0.0011756557244477451,0.5632823985329852,0.5626209499924324,2.7237745627740453e-14
0.3424,0.1000,10,-0.037120456557927436,0.15261845519326417,0.1585021264941286,4.3402844454513007e-17
0.3427,0.1000,5,0.3384206371920175,0.5580673429821418,0.4169596070731224,9.562861499648142e-14
0.3427,0.1000,6,-0.33590238585901555,0.5584566070103281,0.840925483119972,1.2194444349381516e-13
0.3427,0.1000,7,0.0011756557244477451,0.5632823985329852,0.5626209499924324,1.3675117285403472e-14
0.3427,0.1000,10,-0.03696720503956037,0.15290140579917075,0.15877071538924256,4.3553912092116947e-17
0.3430,0.1000,5,0.3387640272595968,0.5580736087936061,0.4168573381344607,9.641291095946389e-14
0.3430,0.1000,6,-0.3362460917471829,0.5584626811048246,0.8413700833413577,1.2296393508043955e-13
0.3430,0.1000,7,0.0011756557244477451,0.5632823985329852,0.5626209499924324,8.2322573668581e-15
0.3430,0.1000,10,-0.03681448392597335,0.15318451537251865,0.15903947143734404,4.369858262194901e-17
0.3434,0.1000,5,0.3391073896119143,0.5580798693200985,0.4167551263247342,9.720346516716149e-14
0.3434,0.1000,6,-0.3365897675314651,0.558468750907717,0.8418150995797382,1.2399145625419242e-13
0.3434,0.1000,7,0.0011756557244477451,0.5632823985329852,0.5626209499924324,8.261002375703788e-15
0.3434,0.1000,10,-0.03666229536117935,0.1534677793161438,0.15930839058529606,4.3798017300231604e-17
0.3437,0.1000,5,0.3394507243261175,0.5580861245484635,0.4166529715598449,9.80001445711339e-14
0.3437,0.1000,6,-0.33693341329611176,0.5584748163921157,0.8422605324878464,1.250272003289613e-13
0.3437,0.1000,7,0.0011756557244477451,0.5632823985329852,0.5626209499924324,1.0120597576761292e-14
0.3437,0.1000,10,-0.03651064142304875,0.1537511930142803,0.15957746875519915,4.389819386593287e-17
0.3440,0.1000,5,0.3397940314791454,0.5580923744656223,0.4165508737559332,9.880286434396439e-14
0.3440,0.1000,6,-0.3372770291251909,0.5584808775312792,0.8427063827198746,1.2607080322880576e-13
0.3440,0.1000,7,0.0011756557237108825,0.5632823985912406,0.5626209500510335,6.693726388174466e-15
0.3440,0.1000,10,-0.036359524123091916,0.15403475183383708,0.15984670184558844,4.409669464885731e-17
0.3444,0.1000,5,0.3401373111477277,0.5580986190585722,0.416448832829378,9.961193500411481e-14
0.3444,0.1000,6,-0.3376206151025941,0.5584869342986102,0.843152650931479,1.2712266127419602e-13
0.3444,0.1000,7,0.0011756557237108825,0.5632823985912406,0.5626209500510335,7.814534542283506e-15
0.3444,0.1000,10,-0.03620894540598279,0.15431845112609663,0.16011608573302333,4.4206941701882845e-17
0.3447,0.1000,5,0.3404805634083853,0.558104858314385,0.4163468486967947,1.004272167143309e-13
0.3447,0.1000,6,-0.33796417131203366,0.5584929866676587,0.8435993377797836,1.2818292190472348e-13
0.3447,0.1000,7,0.0011756557237108825,0.5632823985912406,0.5626209500510335,1.2612418288578933e-14
0.3447,0.1000,10,-0.036058907150315456,0.15460228622724653,0.1603856162726688,4.432858838066517e-17
0.3450,0.1000,5,0.34082378833743193,0.5581110922202122,0.4162449212750377,1.0124882039451489e-13
0.3450,0.1000,6,-0.3383076978370413,0.5584990346121205,0.8440464439233808,1.2925093128605916e-13
